chapter,book,wave,status,start_time,end_time,duration_s,input_tokens,cache_creation_tokens,cache_read_tokens,output_tokens,total_tokens,cost_usd,last_heartbeat,terminal_id,retry_at
adwd-the-watcher-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:37:46Z,Matthews-Mac-Studio.local-13798,
adwd-the-watcher-01,adwd,12,done,2026-05-05 16:33:15,2026-05-05 16:37:58,283,4096,46342,121413,11688,183539,0.6636059999999999,,Matthews-Mac-Studio.local-13798,
adwd-the-wayward-bride-01,adwd,12,failed-stale,2026-05-05T21:37:58Z,,,,,,,,,2026-05-05T21:37:58Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:38:03Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-07,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:38:13Z,Matthews-Mac-Studio.local-14127,
adwd-the-wayward-bride-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:38:28Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:38:33Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-07,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:38:43Z,Matthews-Mac-Studio.local-14127,
adwd-the-wayward-bride-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:38:58Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:39:03Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-07,adwd,14,done,2026-05-05 16:34:13,2026-05-05 16:39:08,295,4096,50570,126330,11028,192024,0.6759955000000001,,Matthews-Mac-Studio.local-14127,
adwd-tyrion-08,adwd,14,failed-stale,2026-05-05T21:39:08Z,,,,,,,,,2026-05-05T21:39:08Z,Matthews-Mac-Studio.local-14127,
adwd-the-wayward-bride-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:39:28Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:39:33Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-08,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:39:38Z,Matthews-Mac-Studio.local-14127,
adwd-the-wayward-bride-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:39:58Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:40:03Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-08,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:40:08Z,Matthews-Mac-Studio.local-14127,
adwd-the-wayward-bride-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:40:28Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:40:33Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-08,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:40:38Z,Matthews-Mac-Studio.local-14127,
adwd-the-wayward-bride-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:40:58Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:41:03Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-08,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:41:08Z,Matthews-Mac-Studio.local-14127,
adwd-the-wayward-bride-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:41:28Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:41:33Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-08,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:41:38Z,Matthews-Mac-Studio.local-14127,
adwd-the-wayward-bride-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:41:58Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:42:03Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-08,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:42:08Z,Matthews-Mac-Studio.local-14127,
adwd-the-wayward-bride-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:42:29Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:42:33Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-08,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:42:38Z,Matthews-Mac-Studio.local-14127,
adwd-the-wayward-bride-01,adwd,12,done,2026-05-05 16:37:58,2026-05-05 16:42:53,295,4096,49131,124976,10982,189185,0.66515775,,Matthews-Mac-Studio.local-13798,
adwd-the-windblown-01,adwd,12,failed-stale,2026-05-05T21:42:53Z,,,,,,,,,2026-05-05T21:42:53Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:43:03Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-08,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:43:08Z,Matthews-Mac-Studio.local-14127,
adwd-the-windblown-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:43:23Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:43:33Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-08,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:43:38Z,Matthews-Mac-Studio.local-14127,
adwd-the-windblown-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:43:53Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-03,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:44:03Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-08,adwd,14,done,2026-05-05 16:39:08,2026-05-05 16:44:05,297,5,46185,86211,11938,144339,0.63083975,,Matthews-Mac-Studio.local-14127,
adwd-tyrion-09,adwd,14,failed-stale,2026-05-05T21:44:05Z,,,,,,,,,2026-05-05T21:44:05Z,Matthews-Mac-Studio.local-14127,
adwd-tyrion-03,adwd,13,done,2026-05-05 16:37:33,2026-05-05 16:44:18,405,11439,51063,72736,18901,154139,0.8857997500000001,,Matthews-Mac-Studio.local-13814,
adwd-tyrion-04,adwd,13,failed-stale,2026-05-05T21:44:18Z,,,,,,,,,2026-05-05T21:44:18Z,Matthews-Mac-Studio.local-13814,
adwd-the-windblown-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:44:23Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-09,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:44:35Z,Matthews-Mac-Studio.local-14127,
adwd-tyrion-04,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:44:48Z,Matthews-Mac-Studio.local-13814,
adwd-the-windblown-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:44:53Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-09,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:45:05Z,Matthews-Mac-Studio.local-14127,
adwd-tyrion-04,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:45:18Z,Matthews-Mac-Studio.local-13814,
adwd-the-windblown-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:45:23Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-09,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:45:35Z,Matthews-Mac-Studio.local-14127,
adwd-tyrion-04,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:45:48Z,Matthews-Mac-Studio.local-13814,
adwd-the-windblown-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:45:53Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-09,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:46:05Z,Matthews-Mac-Studio.local-14127,
adwd-tyrion-04,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:46:18Z,Matthews-Mac-Studio.local-13814,
adwd-the-windblown-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:46:23Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-09,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:46:35Z,Matthews-Mac-Studio.local-14127,
adwd-the-windblown-01,adwd,12,done,2026-05-05 16:42:53,2026-05-05 16:46:42,229,4096,42769,120287,9283,176435,0.58057375,,Matthews-Mac-Studio.local-13798,
adwd-theon-01,adwd,12,failed-stale,2026-05-05T21:46:43Z,,,,,,,,,2026-05-05T21:46:43Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-04,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:46:48Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-09,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:47:05Z,Matthews-Mac-Studio.local-14127,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:47:13Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-04,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:47:18Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-09,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:47:35Z,Matthews-Mac-Studio.local-14127,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:47:43Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-04,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:47:48Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-09,adwd,14,done,2026-05-05 16:44:05,2026-05-05 16:47:58,233,6,41890,123970,8764,174630,0.5435055000000001,,Matthews-Mac-Studio.local-14127,
adwd-tyrion-10,adwd,14,failed-stale,2026-05-05T21:47:59Z,,,,,,,,,2026-05-05T21:47:59Z,Matthews-Mac-Studio.local-14127,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:48:13Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-04,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:48:18Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-10,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:48:29Z,Matthews-Mac-Studio.local-14127,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:48:43Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-04,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:48:48Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-10,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:48:59Z,Matthews-Mac-Studio.local-14127,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:49:13Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-04,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:49:18Z,Matthews-Mac-Studio.local-13814,
adwd-tyrion-10,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:49:29Z,Matthews-Mac-Studio.local-14127,
adwd-tyrion-04,adwd,13,done,2026-05-05 16:44:18,2026-05-05 16:49:40,322,4096,47210,120645,13297,185248,0.708888,,Matthews-Mac-Studio.local-13814,
adwd-tyrion-05,adwd,13,failed-stale,2026-05-05T21:49:40Z,,,,,,,,,2026-05-05T21:49:40Z,Matthews-Mac-Studio.local-13814,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:49:43Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-10,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:49:59Z,Matthews-Mac-Studio.local-14127,
adwd-tyrion-05,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:50:10Z,Matthews-Mac-Studio.local-13814,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:50:13Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-10,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:50:29Z,Matthews-Mac-Studio.local-14127,
adwd-tyrion-05,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:50:40Z,Matthews-Mac-Studio.local-13814,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:50:43Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-10,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:50:59Z,Matthews-Mac-Studio.local-14127,
adwd-tyrion-05,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:51:10Z,Matthews-Mac-Studio.local-13814,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:51:13Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-10,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:51:29Z,Matthews-Mac-Studio.local-14127,
adwd-tyrion-05,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:51:40Z,Matthews-Mac-Studio.local-13814,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:51:43Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-10,adwd,14,failed-stale,,,,,,,,,,2026-05-05T21:51:59Z,Matthews-Mac-Studio.local-14127,
adwd-tyrion-05,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:52:10Z,Matthews-Mac-Studio.local-13814,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:52:13Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-10,adwd,14,done,2026-05-05 16:47:59,2026-05-05 16:52:23,264,4096,44824,121418,10179,180517,0.616392,,Matthews-Mac-Studio.local-14127,
adwd-tyrion-05,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:52:40Z,Matthews-Mac-Studio.local-13814,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:52:43Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-05,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:53:10Z,Matthews-Mac-Studio.local-13814,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:53:13Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-05,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:53:40Z,Matthews-Mac-Studio.local-13814,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:53:43Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-05,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:54:10Z,Matthews-Mac-Studio.local-13814,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:54:13Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-05,adwd,13,failed-stale,,,,,,,,,,2026-05-05T21:54:40Z,Matthews-Mac-Studio.local-13814,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:54:43Z,Matthews-Mac-Studio.local-13798,
adwd-tyrion-05,adwd,13,done,2026-05-05 16:49:40,2026-05-05 16:55:00,320,4096,44766,119314,12341,180517,0.6690425,,Matthews-Mac-Studio.local-13814,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:55:13Z,Matthews-Mac-Studio.local-13798,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:55:43Z,Matthews-Mac-Studio.local-13798,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:56:13Z,Matthews-Mac-Studio.local-13798,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:56:43Z,Matthews-Mac-Studio.local-13798,
adwd-theon-01,adwd,12,failed-stale,,,,,,,,,,2026-05-05T21:57:13Z,Matthews-Mac-Studio.local-13798,
adwd-theon-01,adwd,12,done,2026-05-05 16:46:43,2026-05-05 16:57:22,639,4096,36206,136423,15028,191753,0.78185075,,Matthews-Mac-Studio.local-13798,
adwd-tyrion-11,adwd,15,started,2026-05-05T22:05:02Z,,,,,,,,,2026-05-05T22:05:02Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-11,adwd,15,working,,,,,,,,,,2026-05-05T22:05:32Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-11,adwd,15,working,,,,,,,,,,2026-05-05T22:06:02Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-11,adwd,15,working,,,,,,,,,,2026-05-05T22:06:32Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-11,adwd,15,working,,,,,,,,,,2026-05-05T22:07:02Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-11,adwd,15,working,,,,,,,,,,2026-05-05T22:07:32Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-11,adwd,15,working,,,,,,,,,,2026-05-05T22:08:02Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-11,adwd,15,working,,,,,,,,,,2026-05-05T22:08:32Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-11,adwd,15,working,,,,,,,,,,2026-05-05T22:09:02Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-11,adwd,15,working,,,,,,,,,,2026-05-05T22:09:32Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-11,adwd,15,working,,,,,,,,,,2026-05-05T22:10:02Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-11,adwd,15,working,,,,,,,,,,2026-05-05T22:10:32Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-11,adwd,15,done,2026-05-05 17:05:02,2026-05-05 17:10:53,351,4096,49647,122372,14050,190165,0.74376775,,Matthews-Mac-Studio.local-28354,
adwd-tyrion-12,adwd,15,started,2026-05-05T22:10:53Z,,,,,,,,,2026-05-05T22:10:53Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-12,adwd,15,working,,,,,,,,,,2026-05-05T22:11:23Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-12,adwd,15,working,,,,,,,,,,2026-05-05T22:11:53Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-12,adwd,15,working,,,,,,,,,,2026-05-05T22:12:23Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-12,adwd,15,working,,,,,,,,,,2026-05-05T22:12:53Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-12,adwd,15,working,,,,,,,,,,2026-05-05T22:13:23Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-12,adwd,15,working,,,,,,,,,,2026-05-05T22:13:53Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-12,adwd,15,working,,,,,,,,,,2026-05-05T22:14:23Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-12,adwd,15,working,,,,,,,,,,2026-05-05T22:14:53Z,Matthews-Mac-Studio.local-28354,
adwd-tyrion-12,adwd,15,done,2026-05-05 17:10:53,2026-05-05 17:15:01,248,4096,43573,119975,10438,178082,0.6143467499999999,,Matthews-Mac-Studio.local-28354,
adwd-victarion-01,adwd,15,started,2026-05-05T22:15:01Z,,,,,,,,,2026-05-05T22:15:01Z,Matthews-Mac-Studio.local-28354,
adwd-victarion-01,adwd,15,working,,,,,,,,,,2026-05-05T22:15:31Z,Matthews-Mac-Studio.local-28354,
adwd-victarion-01,adwd,15,working,,,,,,,,,,2026-05-05T22:16:01Z,Matthews-Mac-Studio.local-28354,
adwd-victarion-01,adwd,15,working,,,,,,,,,,2026-05-05T22:16:31Z,Matthews-Mac-Studio.local-28354,
adwd-victarion-01,adwd,15,working,,,,,,,,,,2026-05-05T22:17:01Z,Matthews-Mac-Studio.local-28354,
adwd-victarion-01,adwd,15,working,,,,,,,,,,2026-05-05T22:17:31Z,Matthews-Mac-Studio.local-28354,
adwd-victarion-01,adwd,15,working,,,,,,,,,,2026-05-05T22:18:01Z,Matthews-Mac-Studio.local-28354,
adwd-victarion-01,adwd,15,working,,,,,,,,,,2026-05-05T22:18:31Z,Matthews-Mac-Studio.local-28354,
adwd-victarion-01,adwd,15,done,2026-05-05 17:15:01,2026-05-05 17:18:54,233,4096,40562,117322,10022,172002,0.5837884999999999,,Matthews-Mac-Studio.local-28354,
