chapter,book,wave,status,start_time,end_time,duration_s,input_tokens,cache_creation_tokens,cache_read_tokens,output_tokens,total_tokens,cost_usd,last_heartbeat,terminal_id,retry_at
acok-sansa-02,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:44:16Z,Mac.attlocal.net-33776,
acok-daenerys-03,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:44:30Z,Mac.attlocal.net-35515,
acok-sansa-02,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:44:46Z,Mac.attlocal.net-33776,
acok-daenerys-03,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:45:00Z,Mac.attlocal.net-35515,
acok-sansa-02,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:45:16Z,Mac.attlocal.net-33776,
acok-daenerys-03,acok,6,done,2026-05-04 22:42:00,2026-05-04 22:45:28,208,6,41488,123573,9301,174368,0.5542465,,Mac.attlocal.net-35515,
acok-daenerys-04,acok,6,failed-stale,2026-05-05T03:45:28Z,,,,,,,,,2026-05-05T03:45:28Z,Mac.attlocal.net-35515,
acok-sansa-02,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:45:46Z,Mac.attlocal.net-33776,
acok-sansa-02,acok,9,done,2026-05-04 22:41:46,2026-05-04 22:45:51,245,4096,42136,117762,11623,175617,0.633884,,Mac.attlocal.net-33776,
acok-sansa-03,acok,9,failed-stale,2026-05-05T03:45:51Z,,,,,,,,,2026-05-05T03:45:51Z,Mac.attlocal.net-33776,
acok-daenerys-04,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:45:58Z,Mac.attlocal.net-35515,
acok-sansa-03,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:46:21Z,Mac.attlocal.net-33776,
acok-daenerys-04,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:46:28Z,Mac.attlocal.net-35515,
acok-sansa-03,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:46:51Z,Mac.attlocal.net-33776,
acok-daenerys-04,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:46:58Z,Mac.attlocal.net-35515,
acok-sansa-03,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:47:21Z,Mac.attlocal.net-33776,
acok-daenerys-04,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:47:28Z,Mac.attlocal.net-35515,
acok-sansa-03,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:47:51Z,Mac.attlocal.net-33776,
acok-daenerys-04,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:47:58Z,Mac.attlocal.net-35515,
acok-sansa-03,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:48:21Z,Mac.attlocal.net-33776,
acok-daenerys-04,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:48:29Z,Mac.attlocal.net-35515,
acok-sansa-03,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:48:51Z,Mac.attlocal.net-33776,
acok-daenerys-04,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:48:59Z,Mac.attlocal.net-35515,
acok-sansa-03,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:49:21Z,Mac.attlocal.net-33776,
acok-daenerys-04,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:49:29Z,Mac.attlocal.net-35515,
acok-sansa-03,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:49:51Z,Mac.attlocal.net-33776,
acok-daenerys-04,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:49:59Z,Mac.attlocal.net-35515,
acok-sansa-03,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:50:21Z,Mac.attlocal.net-33776,
acok-daenerys-04,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:50:29Z,Mac.attlocal.net-35515,
acok-sansa-03,acok,9,done,2026-05-04 22:45:51,2026-05-04 22:50:33,282,6,43115,121933,12792,177846,0.6508432499999999,,Mac.attlocal.net-33776,
acok-sansa-04,acok,9,failed-stale,2026-05-05T03:50:33Z,,,,,,,,,2026-05-05T03:50:33Z,Mac.attlocal.net-33776,
acok-daenerys-04,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:50:59Z,Mac.attlocal.net-35515,
acok-sansa-04,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:51:03Z,Mac.attlocal.net-33776,
acok-daenerys-04,acok,6,done,2026-05-04 22:45:28,2026-05-04 22:51:07,339,6,45901,123365,13997,183269,0.69911875,,Mac.attlocal.net-35515,
acok-daenerys-05,acok,6,failed-stale,2026-05-05T03:51:07Z,,,,,,,,,2026-05-05T03:51:07Z,Mac.attlocal.net-35515,
acok-sansa-04,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:51:33Z,Mac.attlocal.net-33776,
acok-daenerys-05,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:51:37Z,Mac.attlocal.net-35515,
acok-sansa-04,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:52:03Z,Mac.attlocal.net-33776,
acok-daenerys-05,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:52:07Z,Mac.attlocal.net-35515,
acok-sansa-04,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:52:33Z,Mac.attlocal.net-33776,
acok-daenerys-05,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:52:37Z,Mac.attlocal.net-35515,
acok-sansa-04,acok,9,failed-stale,,,,,,,,,,2026-05-05T03:53:03Z,Mac.attlocal.net-33776,
acok-daenerys-05,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:53:07Z,Mac.attlocal.net-35515,
acok-sansa-04,acok,9,done,2026-05-04 22:50:33,2026-05-04 22:53:32,179,6,39157,122994,7664,169821,0.49844124999999995,,Mac.attlocal.net-33776,
acok-sansa-05,acok,10,failed-stale,2026-05-05T03:53:34Z,,,,,,,,,2026-05-05T03:53:34Z,Mac.attlocal.net-39017,
acok-daenerys-05,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:53:37Z,Mac.attlocal.net-35515,
acok-sansa-05,acok,10,failed-stale,,,,,,,,,,2026-05-05T03:54:04Z,Mac.attlocal.net-39017,
acok-daenerys-05,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:54:07Z,Mac.attlocal.net-35515,
acok-sansa-05,acok,10,failed-stale,,,,,,,,,,2026-05-05T03:54:34Z,Mac.attlocal.net-39017,
acok-daenerys-05,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:54:37Z,Mac.attlocal.net-35515,
acok-sansa-05,acok,10,failed-stale,,,,,,,,,,2026-05-05T03:55:04Z,Mac.attlocal.net-39017,
acok-daenerys-05,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:55:08Z,Mac.attlocal.net-35515,
acok-sansa-05,acok,10,failed-stale,,,,,,,,,,2026-05-05T03:55:34Z,Mac.attlocal.net-39017,
acok-daenerys-05,acok,6,done,2026-05-04 22:51:07,2026-05-04 22:55:36,269,6,45404,125061,11966,182437,0.6460904999999999,,Mac.attlocal.net-35515,
acok-davos-01,acok,6,failed-stale,2026-05-05T03:55:36Z,,,,,,,,,2026-05-05T03:55:36Z,Mac.attlocal.net-35515,
acok-sansa-05,acok,10,failed-stale,,,,,,,,,,2026-05-05T03:56:04Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:56:06Z,Mac.attlocal.net-35515,
acok-sansa-05,acok,10,failed-stale,,,,,,,,,,2026-05-05T03:56:34Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:56:36Z,Mac.attlocal.net-35515,
acok-sansa-05,acok,10,failed-stale,,,,,,,,,,2026-05-05T03:57:04Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:57:06Z,Mac.attlocal.net-35515,
acok-sansa-05,acok,10,failed-stale,,,,,,,,,,2026-05-05T03:57:34Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:57:36Z,Mac.attlocal.net-35515,
acok-sansa-05,acok,10,done,2026-05-04 22:53:34,2026-05-04 22:57:55,261,8,40969,208837,11431,261245,0.6468727499999999,,Mac.attlocal.net-39017,
acok-sansa-06,acok,10,failed-stale,2026-05-05T03:57:55Z,,,,,,,,,2026-05-05T03:57:55Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:58:06Z,Mac.attlocal.net-35515,
acok-sansa-06,acok,10,failed-stale,,,,,,,,,,2026-05-05T03:58:25Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:58:36Z,Mac.attlocal.net-35515,
acok-sansa-06,acok,10,failed-stale,,,,,,,,,,2026-05-05T03:58:55Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:59:06Z,Mac.attlocal.net-35515,
acok-sansa-06,acok,10,failed-stale,,,,,,,,,,2026-05-05T03:59:25Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,failed-stale,,,,,,,,,,2026-05-05T03:59:36Z,Mac.attlocal.net-35515,
acok-sansa-06,acok,10,failed-stale,,,,,,,,,,2026-05-05T03:59:55Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,failed-stale,,,,,,,,,,2026-05-05T04:00:06Z,Mac.attlocal.net-35515,
acok-sansa-06,acok,10,failed-stale,,,,,,,,,,2026-05-05T04:00:25Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,failed-stale,,,,,,,,,,2026-05-05T04:00:36Z,Mac.attlocal.net-35515,
acok-sansa-06,acok,10,failed-stale,,,,,,,,,,2026-05-05T04:00:55Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,failed-stale,,,,,,,,,,2026-05-05T04:01:06Z,Mac.attlocal.net-35515,
acok-sansa-06,acok,10,done,2026-05-04 22:57:55,2026-05-04 23:01:07,192,7,37966,164777,8518,211268,0.5332589999999999,,Mac.attlocal.net-39017,
acok-sansa-07,acok,10,failed-stale,2026-05-05T04:01:07Z,,,,,,,,,2026-05-05T04:01:07Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,working,,,,,,,,,,2026-05-05T04:01:36Z,Mac.attlocal.net-35515,
acok-sansa-07,acok,10,working,,,,,,,,,,2026-05-05T04:01:38Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,working,,,,,,,,,,2026-05-05T04:02:07Z,Mac.attlocal.net-35515,
acok-sansa-07,acok,10,working,,,,,,,,,,2026-05-05T04:02:08Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,working,,,,,,,,,,2026-05-05T04:02:37Z,Mac.attlocal.net-35515,
acok-sansa-07,acok,10,working,,,,,,,,,,2026-05-05T04:02:38Z,Mac.attlocal.net-39017,
acok-davos-01,acok,6,done,2026-05-04 22:55:36,2026-05-04 23:02:48,432,4096,54861,123010,19464,201431,0.91203425,,Mac.attlocal.net-35515,
acok-davos-02,acok,7,started,2026-05-05T04:02:49Z,,,,,,,,,2026-05-05T04:02:49Z,Mac.attlocal.net-41484,
acok-sansa-07,acok,10,working,,,,,,,,,,2026-05-05T04:03:08Z,Mac.attlocal.net-39017,
acok-davos-02,acok,7,working,,,,,,,,,,2026-05-05T04:03:19Z,Mac.attlocal.net-41484,
acok-sansa-07,acok,10,working,,,,,,,,,,2026-05-05T04:03:38Z,Mac.attlocal.net-39017,
acok-davos-02,acok,7,working,,,,,,,,,,2026-05-05T04:03:49Z,Mac.attlocal.net-41484,
acok-sansa-07,acok,10,working,,,,,,,,,,2026-05-05T04:04:08Z,Mac.attlocal.net-39017,
acok-davos-02,acok,7,working,,,,,,,,,,2026-05-05T04:04:19Z,Mac.attlocal.net-41484,
acok-sansa-07,acok,10,working,,,,,,,,,,2026-05-05T04:04:38Z,Mac.attlocal.net-39017,
acok-davos-02,acok,7,working,,,,,,,,,,2026-05-05T04:04:50Z,Mac.attlocal.net-41484,
acok-sansa-07,acok,10,done,2026-05-04 23:01:07,2026-05-04 23:04:58,231,6,39877,121712,9922,171517,0.5587702499999999,,Mac.attlocal.net-39017,
acok-sansa-08,acok,10,started,2026-05-05T04:04:58Z,,,,,,,,,2026-05-05T04:04:58Z,Mac.attlocal.net-39017,
acok-davos-02,acok,7,working,,,,,,,,,,2026-05-05T04:05:20Z,Mac.attlocal.net-41484,
acok-sansa-08,acok,10,working,,,,,,,,,,2026-05-05T04:05:28Z,Mac.attlocal.net-39017,
acok-davos-02,acok,7,working,,,,,,,,,,2026-05-05T04:05:50Z,Mac.attlocal.net-41484,
acok-sansa-08,acok,10,working,,,,,,,,,,2026-05-05T04:05:58Z,Mac.attlocal.net-39017,
acok-davos-02,acok,7,working,,,,,,,,,,2026-05-05T04:06:20Z,Mac.attlocal.net-41484,
acok-sansa-08,acok,10,working,,,,,,,,,,2026-05-05T04:06:28Z,Mac.attlocal.net-39017,
acok-davos-02,acok,7,working,,,,,,,,,,2026-05-05T04:06:50Z,Mac.attlocal.net-41484,
acok-sansa-08,acok,10,working,,,,,,,,,,2026-05-05T04:06:58Z,Mac.attlocal.net-39017,
acok-davos-02,acok,7,working,,,,,,,,,,2026-05-05T04:07:20Z,Mac.attlocal.net-41484,
acok-sansa-08,acok,10,working,,,,,,,,,,2026-05-05T04:07:28Z,Mac.attlocal.net-39017,
acok-davos-02,acok,7,working,,,,,,,,,,2026-05-05T04:07:50Z,Mac.attlocal.net-41484,
acok-sansa-08,acok,10,working,,,,,,,,,,2026-05-05T04:07:58Z,Mac.attlocal.net-39017,
acok-davos-02,acok,7,done,2026-05-04 23:02:49,2026-05-04 23:08:03,314,5,50462,88882,14031,153380,0.7112065,,Mac.attlocal.net-41484,
acok-davos-03,acok,7,started,2026-05-05T04:08:03Z,,,,,,,,,2026-05-05T04:08:03Z,Mac.attlocal.net-41484,
acok-sansa-08,acok,10,working,,,,,,,,,,2026-05-05T04:08:28Z,Mac.attlocal.net-39017,
acok-davos-03,acok,7,working,,,,,,,,,,2026-05-05T04:08:33Z,Mac.attlocal.net-41484,
acok-sansa-08,acok,10,working,,,,,,,,,,2026-05-05T04:08:58Z,Mac.attlocal.net-39017,
acok-sansa-08,acok,10,done,2026-05-04 23:04:58,2026-05-04 23:09:01,243,6,42772,123343,11238,177359,0.6105645000000001,,Mac.attlocal.net-39017,
acok-theon-01,acok,10,started,2026-05-05T04:09:02Z,,,,,,,,,2026-05-05T04:09:02Z,Mac.attlocal.net-39017,
acok-davos-03,acok,7,working,,,,,,,,,,2026-05-05T04:09:03Z,Mac.attlocal.net-41484,
acok-theon-01,acok,10,working,,,,,,,,,,2026-05-05T04:09:32Z,Mac.attlocal.net-39017,
acok-davos-03,acok,7,working,,,,,,,,,,2026-05-05T04:09:33Z,Mac.attlocal.net-41484,
acok-theon-01,acok,10,working,,,,,,,,,,2026-05-05T04:10:02Z,Mac.attlocal.net-39017,
acok-davos-03,acok,7,working,,,,,,,,,,2026-05-05T04:10:03Z,Mac.attlocal.net-41484,
acok-theon-01,acok,10,working,,,,,,,,,,2026-05-05T04:10:32Z,Mac.attlocal.net-39017,
acok-davos-03,acok,7,working,,,,,,,,,,2026-05-05T04:10:33Z,Mac.attlocal.net-41484,
acok-theon-01,acok,10,working,,,,,,,,,,2026-05-05T04:11:02Z,Mac.attlocal.net-39017,
acok-davos-03,acok,7,working,,,,,,,,,,2026-05-05T04:11:03Z,Mac.attlocal.net-41484,
acok-davos-03,acok,7,done,2026-05-04 23:08:03,2026-05-04 23:11:21,198,6,42108,126607,7338,176059,0.5105314999999999,,Mac.attlocal.net-41484,
acok-jon-01,acok,7,started,2026-05-05T04:11:21Z,,,,,,,,,2026-05-05T04:11:21Z,Mac.attlocal.net-41484,
acok-theon-01,acok,10,working,,,,,,,,,,2026-05-05T04:11:32Z,Mac.attlocal.net-39017,
acok-jon-01,acok,7,working,,,,,,,,,,2026-05-05T04:11:51Z,Mac.attlocal.net-41484,
acok-theon-01,acok,10,working,,,,,,,,,,2026-05-05T04:12:02Z,Mac.attlocal.net-39017,
acok-jon-01,acok,7,working,,,,,,,,,,2026-05-05T04:12:21Z,Mac.attlocal.net-41484,
acok-theon-01,acok,10,working,,,,,,,,,,2026-05-05T04:12:32Z,Mac.attlocal.net-39017,
acok-jon-01,acok,7,working,,,,,,,,,,2026-05-05T04:12:51Z,Mac.attlocal.net-41484,
acok-theon-01,acok,10,working,,,,,,,,,,2026-05-05T04:13:02Z,Mac.attlocal.net-39017,
acok-jon-01,acok,7,working,,,,,,,,,,2026-05-05T04:13:21Z,Mac.attlocal.net-41484,
acok-theon-01,acok,10,working,,,,,,,,,,2026-05-05T04:13:32Z,Mac.attlocal.net-39017,
acok-jon-01,acok,7,working,,,,,,,,,,2026-05-05T04:13:51Z,Mac.attlocal.net-41484,
acok-theon-01,acok,10,working,,,,,,,,,,2026-05-05T04:14:02Z,Mac.attlocal.net-39017,
acok-jon-01,acok,7,working,,,,,,,,,,2026-05-05T04:14:21Z,Mac.attlocal.net-41484,
acok-theon-01,acok,10,working,,,,,,,,,,2026-05-05T04:14:32Z,Mac.attlocal.net-39017,
acok-jon-01,acok,7,working,,,,,,,,,,2026-05-05T04:14:51Z,Mac.attlocal.net-41484,
acok-theon-01,acok,10,working,,,,,,,,,,2026-05-05T04:15:02Z,Mac.attlocal.net-39017,
acok-theon-01,acok,10,done,2026-05-04 23:09:02,2026-05-04 23:15:03,361,5,53277,90657,15143,159082,0.75750275,,Mac.attlocal.net-39017,
acok-jon-01,acok,7,working,,,,,,,,,,2026-05-05T04:15:21Z,Mac.attlocal.net-41484,
acok-jon-01,acok,7,done,2026-05-04 23:11:21,2026-05-04 23:15:23,242,6,42922,124935,9960,177823,0.580321,,Mac.attlocal.net-41484,
acok-jon-02,acok,7,started,2026-05-05T04:15:24Z,,,,,,,,,2026-05-05T04:15:24Z,Mac.attlocal.net-41484,
acok-jon-02,acok,7,working,,,,,,,,,,2026-05-05T04:15:54Z,Mac.attlocal.net-41484,
acok-jon-02,acok,7,working,,,,,,,,,,2026-05-05T04:16:24Z,Mac.attlocal.net-41484,
acok-jon-02,acok,7,working,,,,,,,,,,2026-05-05T04:16:54Z,Mac.attlocal.net-41484,
acok-jon-02,acok,7,working,,,,,,,,,,2026-05-05T04:17:24Z,Mac.attlocal.net-41484,
acok-jon-02,acok,7,working,,,,,,,,,,2026-05-05T04:17:54Z,Mac.attlocal.net-41484,
acok-jon-02,acok,7,done,2026-05-04 23:15:24,2026-05-04 23:18:17,173,6,36665,121331,7409,165411,0.47566775000000006,,Mac.attlocal.net-41484,
acok-jon-03,acok,7,started,2026-05-05T04:18:17Z,,,,,,,,,2026-05-05T04:18:17Z,Mac.attlocal.net-41484,
acok-jon-03,acok,7,working,,,,,,,,,,2026-05-05T04:18:47Z,Mac.attlocal.net-41484,
acok-jon-03,acok,7,working,,,,,,,,,,2026-05-05T04:19:17Z,Mac.attlocal.net-41484,
acok-jon-03,acok,7,working,,,,,,,,,,2026-05-05T04:19:47Z,Mac.attlocal.net-41484,
acok-jon-03,acok,7,working,,,,,,,,,,2026-05-05T04:20:17Z,Mac.attlocal.net-41484,
acok-jon-03,acok,7,working,,,,,,,,,,2026-05-05T04:20:47Z,Mac.attlocal.net-41484,
acok-jon-03,acok,7,working,,,,,,,,,,2026-05-05T04:21:17Z,Mac.attlocal.net-41484,
acok-jon-03,acok,7,working,,,,,,,,,,2026-05-05T04:21:47Z,Mac.attlocal.net-41484,
acok-jon-03,acok,7,working,,,,,,,,,,2026-05-05T04:22:17Z,Mac.attlocal.net-41484,
acok-jon-03,acok,7,working,,,,,,,,,,2026-05-05T04:22:47Z,Mac.attlocal.net-41484,
acok-jon-03,acok,7,working,,,,,,,,,,2026-05-05T04:23:17Z,Mac.attlocal.net-41484,
acok-jon-03,acok,7,done,2026-05-04 23:18:17,2026-05-04 23:23:47,330,5,50662,90650,12599,153916,0.6775335,,Mac.attlocal.net-41484,
